,Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint,County
22458,30707,Chickamauga,GA,34.827019,-85.32883000000001,-5,1,"34.827019,-85.32883",Walker County
22472,30118,Carrollton,GA,33.571176,-85.09612,-5,1,"33.571176,-85.09612",Dallas County
22534,31078,Roberta,GA,32.702635,-84.03811,-5,1,"32.702635,-84.03811",Crawford County
22596,30534,Dawsonville,GA,34.416521,-84.10849,-5,1,"34.416521,-84.10849",Dawson County
22597,30913,Augusta,GA,33.386041,-82.09099599999999,-5,1,"33.386041,-82.090996",Richmond County
22598,31774,Ocilla,GA,31.586426,-83.27583,-5,1,"31.586426,-83.27583",Irwin County
22607,30734,Ranger,GA,34.531444,-84.69955,-5,1,"34.531444,-84.69955",New York County
22608,31156,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
22609,31524,Brunswick,GA,31.221995,-81.482551,-5,1,"31.221995,-81.482551",Medina County
22610,31734,Climax,GA,30.880959999999998,-84.42415,-5,1,"30.88096,-84.42415",Greenwood County
22785,30368,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
22880,30013,Conyers,GA,33.633685,-83.98382,-5,1,"33.633685,-83.98382",Rockdale County
22881,30064,Marietta,GA,33.946735,-84.602,-5,1,"33.946735,-84.602",Cobb County
22882,30359,Atlanta,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",Fulton County
22883,31647,Sparks,GA,31.183567,-83.43559,-5,1,"31.183567,-83.43559",Washoe County
22902,30683,Winterville,GA,33.954046999999996,-83.2673,-5,1,"33.954047,-83.2673",Pitt County
22967,30311,Atlanta,GA,33.724907,-84.47131,-5,1,"33.724907,-84.47131",Fulton County
22968,31408,Savannah,GA,32.106705,-81.16915,-5,1,"32.106705,-81.16915",Chatham County
22969,31914,Columbus,GA,32.491005,-84.874123,-5,1,"32.491005,-84.874123",Franklin County
23036,30546,Hiawassee,GA,34.923846999999995,-83.7231,-5,1,"34.923847,-83.7231",Towns County
23037,31743,De Soto,GA,31.930451,-84.02920999999999,-5,1,"31.930451,-84.02921",Johnson County
23038,31995,Fort Benning,GA,32.495841,-84.963981,-5,1,"32.495841,-84.963981",n/a
23091,31750,Fitzgerald,GA,31.720028999999997,-83.25093000000001,-5,1,"31.720029,-83.25093",Tulsa County
23153,30386,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
23167,30711,Crandall,GA,34.93882,-84.76558,-5,1,"34.93882,-84.76558",Kaufman County
23203,31716,Baconton,GA,31.3709,-84.12921,-5,1,"31.3709,-84.12921",Mitchell County
23218,30381,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
23265,30224,Griffin,GA,33.215454,-84.25426999999999,-5,1,"33.215454,-84.25427",Muskogee County
23329,31333,Walthourville,GA,31.777890000000003,-81.64534,-5,1,"31.77789,-81.64534",Liberty County
23352,30237,Jonesboro,GA,33.500696999999995,-84.35127299999999,-5,1,"33.500697,-84.351273",Craighead County
23355,31332,Valona,GA,31.495071000000003,-81.381908,-5,1,"31.495071,-81.381908",n/a
23453,31029,Forsyth,GA,33.0409,-83.92941,-5,1,"33.0409,-83.92941",Forsyth County
23459,30016,Covington,GA,33.542118,-83.93372,-5,1,"33.542118,-83.93372",Kenton County
23861,30822,Perkins,GA,32.914843,-81.87901,-5,1,"32.914843,-81.87901",Kay County
23892,30286,Thomaston,GA,32.895794,-84.33084000000001,-5,1,"32.895794,-84.33084",Upson County
23894,30820,Mitchell,GA,33.224199,-82.713,-5,1,"33.224199,-82.713",Montgomery County
23906,31812,Junction City,GA,32.614374,-84.44513,-5,1,"32.614374,-84.44513",Geary County
23960,30018,Jersey,GA,33.717989,-83.801451,-5,1,"33.717989,-83.801451",n/a
23961,30093,Norcross,GA,33.909952000000004,-84.1794,-5,1,"33.909952,-84.1794",Gwinnett County
23962,30417,Claxton,GA,32.162077000000004,-81.90984,-5,1,"32.162077,-81.90984",Evans County
23963,30627,Carlton,GA,33.994139000000004,-82.97819,-5,1,"33.994139,-82.97819",Tulsa County
23988,30218,Gay,GA,33.121379,-84.58776,-5,1,"33.121379,-84.58776",Tulsa County
23989,31814,Louvale,GA,32.154164,-84.83856999999999,-5,1,"32.154164,-84.83857",Stewart County
24015,30502,Chestnut Mountain,GA,34.212993,-83.79485799999999,-5,1,"34.212993,-83.794858",Jo Daviess County
24037,30336,Atlanta,GA,33.744007,-84.56031999999999,-5,1,"33.744007,-84.56032",Fulton County
24038,30821,Norwood,GA,33.477946,-82.73454,-5,1,"33.477946,-82.73454",Norfolk County
24105,30284,Sunny Side,GA,33.345253,-84.289814,-5,1,"33.345253,-84.289814",Johnson County
24106,30328,Atlanta,GA,33.931746000000004,-84.37817,-5,1,"33.931746,-84.37817",Fulton County
24107,30452,Register,GA,32.327219,-81.89818000000001,-5,1,"32.327219,-81.89818",Montgomery County
24160,31192,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
24173,30090,Marietta,GA,33.952451,-84.54708199999999,-5,1,"33.952451,-84.547082",Cobb County
24239,30025,Social Circle,GA,33.65072,-83.70779,-5,1,"33.65072,-83.70779",Walton County
24265,30011,Auburn,GA,34.022974,-83.83416,-5,1,"34.022974,-83.83416",Lee County
24320,30251,Luthersville,GA,33.201986,-84.69943,-5,1,"33.201986,-84.69943",Meriwether County
24411,30173,Silver Creek,GA,34.145931,-85.14341999999999,-5,1,"34.145931,-85.14342",Chautauqua County
24412,30473,Uvalda,GA,32.03096,-82.48796999999999,-5,1,"32.03096,-82.48797",Montgomery County
24723,30258,Molena,GA,32.999261,-84.47168,-5,1,"32.999261,-84.47168",Pike County
24724,30369,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
24725,30642,Greensboro,GA,33.547041,-83.19797,-5,1,"33.547041,-83.19797",Guilford County
24726,31790,Sycamore,GA,31.652541999999997,-83.57934,-5,1,"31.652542,-83.57934",Boone County
24833,31409,Savannah,GA,31.971394,-81.07155999999999,-5,1,"31.971394,-81.07156",Chatham County
24851,30202,Alpharetta,GA,34.062176,-84.240414,-5,1,"34.062176,-84.240414",Fulton County
24925,39901,Atlanta,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",Fulton County
24937,30137,Emerson,GA,34.124283,-84.75579,-5,1,"34.124283,-84.75579",Tulsa County
24968,30067,Marietta,GA,33.933002,-84.47633,-5,1,"33.933002,-84.47633",Cobb County
25122,30021,Clarkston,GA,33.809604,-84.2387,-5,1,"33.809604,-84.2387",Oakland County
25214,30135,Douglasville,GA,33.701553999999994,-84.73756,-5,1,"33.701554,-84.73756",Douglas County
25215,30420,Cobbtown,GA,32.301639,-82.11842,-5,1,"32.301639,-82.11842",Tattnall County
25216,31522,Saint Simons Island,GA,31.176515999999996,-81.3802,-5,1,"31.176516,-81.3802",Glynn County
25298,30434,Louisville,GA,33.008983,-82.37799999999999,-5,1,"33.008983,-82.378",Jefferson County
25354,30665,Siloam,GA,33.535009,-83.07786999999999,-5,1,"33.535009,-83.07787",Lifou
25355,31019,Dexter,GA,32.427633,-83.05632,-5,1,"32.427633,-83.05632",Cowley County
25511,30607,Athens,GA,34.013154,-83.43565,-5,1,"34.013154,-83.43565",n/a
25539,30066,Marietta,GA,34.027533,-84.51475,-5,1,"34.027533,-84.51475",Cobb County
25540,30735,Resaca,GA,34.604648,-84.91926,-5,1,"34.604648,-84.91926",Gordon County
25541,31191,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
25542,31304,Crescent,GA,31.495071000000003,-81.381908,-5,1,"31.495071,-81.381908",Pottawattamie County
25543,31792,Thomasville,GA,30.817653999999997,-83.98919000000001,-5,1,"30.817654,-83.98919",Thomas County
25608,30907,Augusta,GA,33.512541,-82.09491,-5,1,"33.512541,-82.09491",Richmond County
25857,31768,Moultrie,GA,31.165358,-83.77172,-5,1,"31.165358,-83.77172",Colquitt County
25950,30272,Red Oak,GA,33.625894,-84.516327,-5,1,"33.625894,-84.516327",Lawrence County
25980,30306,Atlanta,GA,33.786755,-84.35149,-5,1,"33.786755,-84.35149",Fulton County
25981,30724,Eton,GA,34.822176,-84.75967,-5,1,"34.822176,-84.75967",n/a
26034,30054,Oxford,GA,33.658113,-83.86249000000001,-5,1,"33.658113,-83.86249",Oxfordshire
26445,31523,Brunswick,GA,31.212705,-81.60975,-5,1,"31.212705,-81.60975",Medina County
26596,30010,Norcross,GA,33.960353000000005,-84.037859,-5,1,"33.960353,-84.037859",Gwinnett County
26612,30078,Snellville,GA,33.860955,-84.01807,-5,1,"33.860955,-84.01807",Gwinnett County
26672,31831,Waverly Hall,GA,32.698622,-84.71552,-5,1,"32.698622,-84.71552",Harris County
26889,30571,Sautee Nacoochee,GA,34.696896,-83.68012,-5,1,"34.696896,-83.68012",White County
27051,30079,Scottdale,GA,33.791537,-84.25994,-5,1,"33.791537,-84.25994",Westmoreland County
27054,31833,West Point,GA,32.867469,-85.13779,-5,1,"32.867469,-85.13779",Orange County
27087,30365,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
27088,30517,Braselton,GA,34.121974,-83.78604,-5,1,"34.121974,-83.78604",Jackson County
27159,31087,Sparta,GA,33.260234999999994,-83.00647,-5,1,"33.260235,-83.00647",n/a
27308,30344,Atlanta,GA,33.676258000000004,-84.44977,-5,1,"33.676258,-84.44977",Fulton County
27309,31810,Geneva,GA,32.577909999999996,-84.54513,-5,1,"32.57791,-84.54513",Geneva
27382,30095,Duluth,GA,34.025597999999995,-84.13045,-5,1,"34.025598,-84.13045",St. Louis County
27464,30165,Rome,GA,34.281423,-85.23825,-5,1,"34.281423,-85.23825",Metropolitan City of Rome
27465,30331,Atlanta,GA,33.715558,-84.52728,-5,1,"33.715558,-84.52728",Fulton County
27558,31708,Albany,GA,31.591072999999998,-84.132357,-5,1,"31.591073,-84.132357",Albany County
27559,30830,Waynesboro,GA,33.080965,-81.9944,-5,1,"33.080965,-81.9944",n/a
27608,30518,Buford,GA,34.12115,-84.01804,-5,1,"34.12115,-84.01804",Gwinnett County
27636,31094,Warthen,GA,33.125097,-82.81018,-5,1,"33.125097,-82.81018",Washington County
27687,31811,Hamilton,GA,32.722333,-84.95803000000001,-5,1,"32.722333,-84.95803",Greenwood County
27912,30204,Barnesville,GA,33.05413,-84.14862,-5,1,"33.05413,-84.14862",Lamar County
27913,31067,Oconee,GA,32.860031,-82.95019,-5,1,"32.860031,-82.95019",Oconee County
27914,31623,Argyle,GA,31.071563,-82.65231999999999,-5,1,"31.071563,-82.65232",Denton County
27927,30305,Atlanta,GA,33.830054,-84.38472,-5,1,"33.830054,-84.38472",Fulton County
27936,30142,Holly Springs,GA,34.242944,-84.458326,-5,1,"34.242944,-84.458326",Wake County
28069,30701,Calhoun,GA,34.4966,-84.93798000000001,-5,1,"34.4966,-84.93798",Gordon County
28070,31081,Rupert,GA,32.419094,-84.28475,-5,1,"32.419094,-84.28475",Minidoka County
28239,30805,Blythe,GA,33.297318,-82.21503,-5,1,"33.297318,-82.21503",Riverside County
28506,31012,Chester,GA,32.396381,-83.16892,-5,1,"32.396381,-83.16892",Cheshire West and Chester
28507,31622,Alapaha,GA,31.379665000000003,-83.21803,-5,1,"31.379665,-83.21803",Berrien County
28788,31082,Sandersville,GA,32.984528999999995,-82.8375,-5,1,"32.984529,-82.8375",Washington County
28789,31763,Leesburg,GA,31.714526,-84.16931,-5,1,"31.714526,-84.16931",Loudoun County
28828,30506,Gainesville,GA,34.346102,-83.90100000000001,-5,1,"34.346102,-83.901",Alachua County
28829,31058,Mauk,GA,32.498727,-84.42804,-5,1,"32.498727,-84.42804",Taylor County
28830,31620,Adel,GA,31.133004,-83.42736,-5,1,"31.133004,-83.42736",Dallas County
28836,30087,Stone Mountain,GA,33.817438,-84.13167,-5,1,"33.817438,-84.13167",DeKalb County
28875,31821,Omaha,GA,32.1342,-84.98499,-5,1,"32.1342,-84.98499",Douglas County
28997,30175,Talking Rock,GA,34.537611,-84.51135,-5,1,"34.537611,-84.51135",Pickens County
29239,31203,Macon,GA,32.806707,-83.691315,-5,1,"32.806707,-83.691315",Bibb County
29280,30003,Norcross,GA,33.960353000000005,-84.037859,-5,1,"33.960353,-84.037859",Gwinnett County
29281,31063,Montezuma,GA,32.293293,-83.98913,-5,1,"32.293293,-83.98913",Gray County
29332,30177,Tate,GA,34.418116,-84.38462,-5,1,"34.418116,-84.38462",Washington County
29415,30467,Sylvania,GA,32.754635,-81.63543,-5,1,"32.754635,-81.63543",Johnson County
29495,31119,Atlanta,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",Fulton County
29525,30541,Epworth,GA,34.925622,-84.42981,-5,1,"34.925622,-84.42981",Blair County
29526,31097,Yatesville,GA,32.912207,-84.14811999999999,-5,1,"32.912207,-84.14812",Lawrence County
29527,31312,Guyton,GA,32.313815999999996,-81.3908,-5,1,"32.313816,-81.3908",Effingham County
29528,31999,Columbus,GA,32.491005,-84.874123,-5,1,"32.491005,-84.874123",Franklin County
29645,31807,Ellerslie,GA,32.634965,-84.80136999999999,-5,1,"32.634965,-84.80137",Weld County
29667,30113,Buchanan,GA,33.846270000000004,-85.20291,-5,1,"33.84627,-85.20291",Botetourt County
29680,30645,High Shoals,GA,33.801274,-83.516374,-5,1,"33.801274,-83.516374",Paulding County
29734,30261,Lagrange,GA,33.04567,-85.04899499999999,-5,1,"33.04567,-85.048995",Troup County
29735,30753,Trion,GA,34.558403999999996,-85.30301,-5,1,"34.558404,-85.30301",Chattooga County
29839,30751,Tennga,GA,34.981449,-84.735233,-5,1,"34.981449,-84.735233",Murray County
29840,31650,Willacoochee,GA,31.375165000000003,-83.01949,-5,1,"31.375165,-83.01949",Atkinson County
29841,31737,Colquitt,GA,31.152253,-84.69653000000001,-5,1,"31.152253,-84.69653",Miller County
29954,31022,Dudley,GA,32.516865,-83.09905,-5,1,"32.516865,-83.09905",Worcester County
29955,31040,Dublin,GA,32.540073,-82.914974,-5,1,"32.540073,-82.914974",n/a
30080,30240,Lagrange,GA,33.029838,-85.0745,-5,1,"33.029838,-85.0745",Troup County
30081,31783,Rebecca,GA,31.767985999999997,-83.47325,-5,1,"31.767986,-83.47325",New York County
30168,31547,Kings Bay,GA,30.804684,-81.627717,-5,1,"30.804684,-81.627717",Camden County
30169,31746,Edison,GA,31.563327,-84.75869,-5,1,"31.563327,-84.75869",Middlesex County
30174,30083,Stone Mountain,GA,33.795621999999995,-84.19771,-5,1,"33.795622,-84.19771",DeKalb County
30392,30223,Griffin,GA,33.268184999999995,-84.27306,-5,1,"33.268185,-84.27306",Muskogee County
30393,31068,Oglethorpe,GA,32.329164,-84.07988,-5,1,"32.329164,-84.07988",DeKalb County
30394,31499,Savannah,GA,31.971394,-81.07155999999999,-5,1,"31.971394,-81.07156",Chatham County
30395,31702,Albany,GA,31.594782000000002,-84.194812,-5,1,"31.594782,-84.194812",Albany County
30468,30017,Grayson,GA,33.888829,-83.96848,-5,1,"33.888829,-83.96848",Knox County
30685,30189,Woodstock,GA,34.117565,-84.57176,-5,1,"34.117565,-84.57176",Ulster County
30686,31126,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
30687,31761,Jakin,GA,31.113121999999997,-85.00251,-5,1,"31.113122,-85.00251",Early County
30742,30539,East Ellijay,GA,34.680011,-84.47154,-5,1,"34.680011,-84.47154",Gilmer County
30779,31720,Barwick,GA,30.890906,-83.73816,-5,1,"30.890906,-83.73816",Thérèse-De Blainville
30804,31760,Irwinville,GA,31.706283000000003,-83.408633,-5,1,"31.706283,-83.408633",Irwin County
30939,30754,Summerville,GA,34.484483000000004,-85.34554399999999,-5,1,"34.484483,-85.345544",Dorchester County
30940,31091,Unadilla,GA,32.24473,-83.72075,-5,1,"32.24473,-83.72075",Otsego County
30956,30289,Turin,GA,33.326029999999996,-84.637108,-5,1,"33.32603,-84.637108",Metropolitan City of Turin
30962,31323,Riceboro,GA,31.658252,-81.48778,-5,1,"31.658252,-81.48778",Liberty County
31038,30002,Avondale Estates,GA,33.772121999999996,-84.26491,-5,1,"33.772122,-84.26491",DeKalb County
31141,31738,Coolidge,GA,31.012041999999997,-83.87218,-5,1,"31.012042,-83.87218",Essex County
31196,31035,Harrison,GA,32.835471000000005,-82.70761,-5,1,"32.835471,-82.70761",Boone County
31291,31039,Howard,GA,32.587537,-84.3895,-5,1,"32.587537,-84.3895",Elk County
31381,30351,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
31382,30438,Manassas,GA,32.152792,-82.01301,-5,1,"32.152792,-82.01301",n/a
31383,30598,Toccoa,GA,34.597674,-83.36206999999999,-5,1,"34.597674,-83.36207",Stephens County
31562,31064,Monticello,GA,33.319093,-83.70862,-5,1,"33.319093,-83.70862",Albemarle County
31685,30085,Tucker,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",DeKalb County
31686,31631,Fargo,GA,30.680867,-82.58028,-5,1,"30.680867,-82.58028",Cass County
31785,30252,Mcdonough,GA,33.464387,-84.08154,-5,1,"33.464387,-84.08154",Henry County
31819,31781,Poulan,GA,31.526584000000003,-83.79025,-5,1,"31.526584,-83.79025",Richmond County
31917,30097,Duluth,GA,34.020621000000006,-84.14294,-5,1,"34.020621,-84.14294",St. Louis County
31996,31703,Albany,GA,31.543065000000002,-84.219594,-5,1,"31.543065,-84.219594",Albany County
32066,30313,Atlanta,GA,33.761223,-84.39599,-5,1,"33.761223,-84.39599",Fulton County
32067,30540,Ellijay,GA,34.688716,-84.46715999999999,-5,1,"34.688716,-84.46716",Gilmer County
32068,31002,Adrian,GA,32.549853999999996,-82.56948,-5,1,"32.549854,-82.56948",Lenawee County
32069,31707,Albany,GA,31.568073,-84.22644,-5,1,"31.568073,-84.22644",Albany County
32116,30677,Watkinsville,GA,33.849286,-83.41232,-5,1,"33.849286,-83.41232",Oconee County
32117,31198,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
32211,31780,Plains,GA,32.026125,-84.39361,-5,1,"32.026125,-84.39361",Meade County
32237,31786,Shellman,GA,31.72952,-84.60173,-5,1,"31.72952,-84.60173",Randolph County
32298,30291,Union City,GA,33.580878000000006,-84.54611,-5,1,"33.580878,-84.54611",Alameda County
32299,30389,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
32300,30466,Summertown,GA,32.566594,-82.324475,-5,1,"32.566594,-82.324475",Lawrence County
32301,31558,Saint Marys,GA,30.761081,-81.56912,-5,1,"30.761081,-81.56912",Jasper County
32325,30580,Turnerville,GA,34.676584000000005,-83.43578000000001,-5,1,"34.676584,-83.43578",Habersham County
32326,31564,Waresboro,GA,31.018953999999997,-82.416543,-5,1,"31.018954,-82.416543",Ware County
32351,31601,Valdosta,GA,30.807278999999998,-83.28661,-5,1,"30.807279,-83.28661",Lowndes County
32352,31724,Bluffton,GA,31.528299,-84.86025,-5,1,"31.528299,-84.86025",Beaufort County
32410,31321,Pembroke,GA,32.163245,-81.64211,-5,1,"32.163245,-81.64211",Robeson County
32434,31073,Plainfield,GA,32.176429,-83.12289100000001,-5,1,"32.176429,-83.122891",Hendricks County
32435,31804,Cataula,GA,32.651617,-84.88805,-5,1,"32.651617,-84.88805",Harris County
32501,30436,Lyons,GA,32.177508,-82.30448,-5,1,"32.177508,-82.30448",Rice County
32525,30213,Fairburn,GA,33.565661999999996,-84.59321,-5,1,"33.565662,-84.59321",Fulton County
32526,30619,Arnoldsville,GA,33.863663,-83.24825,-5,1,"33.863663,-83.24825",Oglethorpe County
32527,31604,Valdosta,GA,30.827965000000003,-83.25219200000001,-5,1,"30.827965,-83.252192",Lowndes County
32528,31917,Columbus,GA,32.491005,-84.874123,-5,1,"32.491005,-84.874123",Franklin County
32596,30314,Atlanta,GA,33.758055999999996,-84.42268,-5,1,"33.758056,-84.42268",Fulton County
32597,30716,Tallapoosa,GA,33.744222,-85.286982,-5,1,"33.744222,-85.286982",Haralson County
32598,31752,Fowlstown,GA,30.803290999999998,-84.54711,-5,1,"30.803291,-84.54711",Decatur County
32711,30523,Clarkesville,GA,34.700311,-83.51879,-5,1,"34.700311,-83.51879",Habersham County
32804,30652,Greensboro,GA,33.559342,-83.36415600000001,-5,1,"33.559342,-83.364156",Guilford County
32805,31202,Macon,GA,32.806707,-83.691315,-5,1,"32.806707,-83.691315",Bibb County
32879,30170,Roopville,GA,33.434562,-85.16973,-5,1,"33.434562,-85.16973",Carroll County
32907,30106,Austell,GA,33.828061,-84.62593000000001,-5,1,"33.828061,-84.62593",Cobb County
32957,30363,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
32993,31568,White Oak,GA,31.003384999999998,-81.79512,-5,1,"31.003385,-81.79512",Allegheny County
33011,30045,Lawrenceville,GA,33.949054,-83.98565,-5,1,"33.949054,-83.98565",Gwinnett County
33089,30622,Bogart,GA,33.927792,-83.51552,-5,1,"33.927792,-83.51552",Oconee County
33090,31733,Chula,GA,31.592199,-83.48004,-5,1,"31.592199,-83.48004",San Diego County
33116,31830,Warm Springs,GA,32.896166,-84.71191,-5,1,"32.896166,-84.71191",Meriwether County
33242,30342,Atlanta,GA,33.879003000000004,-84.37203000000001,-5,1,"33.879003,-84.37203",Fulton County
33243,30510,Alto,GA,34.455729,-83.58913000000001,-5,1,"34.455729,-83.58913",Cherokee County
33244,31086,Smarr,GA,32.989503000000006,-83.876108,-5,1,"32.989503,-83.876108",Monroe County
33245,31204,Macon,GA,32.844871999999995,-83.67119,-5,1,"32.844872,-83.67119",Bibb County
33445,31195,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
33449,30099,Duluth,GA,33.959534999999995,-84.105011,-5,1,"33.959535,-84.105011",St. Louis County
33640,30577,Toccoa,GA,34.561584,-83.31718000000001,-5,1,"34.561584,-83.31718",Stephens County
33641,30680,Winder,GA,33.992538,-83.71061,-5,1,"33.992538,-83.71061",Barrow County
33745,30301,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
33893,31099,Warner Robins,GA,32.646236,-83.6513,-5,1,"32.646236,-83.6513",Houston County
33938,30515,Buford,GA,33.960353000000005,-84.037859,-5,1,"33.960353,-84.037859",Gwinnett County
33946,31077,Rhine,GA,31.953407000000002,-83.18058,-5,1,"31.953407,-83.18058",n/a
33947,31638,Morven,GA,30.935087,-83.50211,-5,1,"30.935087,-83.50211",Anson County
34042,31610,Sparks,GA,31.172669,-83.439433,-5,1,"31.172669,-83.439433",Washoe County
34069,30293,Woodbury,GA,32.973728,-84.5903,-5,1,"32.973728,-84.5903",Orange County
34070,30909,Augusta,GA,33.475936,-82.0697,-5,1,"33.475936,-82.0697",Richmond County
34110,30366,Atlanta,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",Fulton County
34117,30182,Waco,GA,33.658254,-85.23496999999999,-5,1,"33.658254,-85.23497",McLennan County
34156,31729,Calvary,GA,30.729915000000002,-84.34761999999999,-5,1,"30.729915,-84.34762",Wilson County
34238,30394,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
34239,30266,Orchard Hill,GA,33.265656,-84.298964,-5,1,"33.265656,-84.298964",Johnson County
34265,31201,Macon,GA,32.830839000000005,-83.63529,-5,1,"32.830839,-83.63529",Bibb County
34457,31736,Coleman,GA,31.650442,-84.87908,-5,1,"31.650442,-84.87908",Sedgwick County
34466,30138,Esom Hill,GA,33.99994,-85.172297,-5,1,"33.99994,-85.172297",Polk County
34553,31412,Savannah,GA,31.971394,-81.07155999999999,-5,1,"31.971394,-81.07156",Chatham County
34554,31701,Albany,GA,31.580773999999998,-84.16044000000001,-5,1,"31.580774,-84.16044",Albany County
34555,31704,Albany,GA,31.549975,-84.061155,-5,1,"31.549975,-84.061155",Albany County
34572,31220,Macon,GA,32.862246,-83.78665,-5,1,"32.862246,-83.78665",Bibb County
34573,31415,Savannah,GA,32.075806,-81.12002,-5,1,"32.075806,-81.12002",Chatham County
34664,30029,Duluth,GA,33.960353000000005,-84.037859,-5,1,"33.960353,-84.037859",St. Louis County
34665,30206,Concord,GA,33.109598999999996,-84.45541,-5,1,"33.109599,-84.45541",Contra Costa County
34666,30823,Stapleton,GA,33.234802,-82.46303,-5,1,"33.234802,-82.46303",Denver County
34667,31331,Townsend,GA,31.547411999999998,-81.3862,-5,1,"31.547412,-81.3862",Middlesex County
34668,31519,Broxton,GA,31.676540000000003,-82.88991,-5,1,"31.67654,-82.88991",Los Angeles County
34703,30914,Augusta,GA,33.386041,-82.09099599999999,-5,1,"33.386041,-82.090996",Richmond County
34748,30620,Bethlehem,GA,33.928948999999996,-83.73524,-5,1,"33.928949,-83.73524",n/a
34780,30180,Villa Rica,GA,33.718078999999996,-84.92356,-5,1,"33.718079,-84.92356",Carroll County
34781,31309,Fleming,GA,31.873145,-81.42676,-5,1,"31.873145,-81.42676",Tulsa County
34840,31642,Pearson,GA,31.272909999999996,-82.83341999999999,-5,1,"31.27291,-82.83342",Shawnee County
34888,30031,Decatur,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",DeKalb County
34892,31095,Warner Robins,GA,32.487403,-83.669655,-5,1,"32.487403,-83.669655",Houston County
34896,30094,Conyers,GA,33.621906,-84.04633000000001,-5,1,"33.621906,-84.04633",Rockdale County
34929,30319,Atlanta,GA,33.872053,-84.33610999999999,-5,1,"33.872053,-84.33611",Fulton County
35147,30425,Garfield,GA,32.632683,-82.036,-5,1,"32.632683,-82.036",Labette County
35261,31055,McRae,GA,32.045313,-82.8916,-5,1,"32.045313,-82.8916",White County
35382,30427,Glennville,GA,31.945767,-81.93594,-5,1,"31.945767,-81.93594",Tattnall County
35425,30385,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
35426,31145,Atlanta,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",Fulton County
35448,31549,Lumber City,GA,31.928525,-82.69332,-5,1,"31.928525,-82.69332",Telfair County
35569,30673,Washington,GA,33.728753999999995,-82.72612,-5,1,"33.728754,-82.72612",n/a
35575,31715,Attapulgus,GA,30.743234,-84.48229,-5,1,"30.743234,-84.48229",Decatur County
35659,30233,Jackson,GA,33.294522,-83.97568000000001,-5,1,"33.294522,-83.97568",Montgomery County
35660,30733,Plainville,GA,34.409661,-85.03345,-5,1,"34.409661,-85.03345",Hartford County
35728,30146,Lebanon,GA,34.242944,-84.458326,-5,1,"34.242944,-84.458326",n/a
35729,30740,Rocky Face,GA,34.757918,-85.05879,-5,1,"34.757918,-85.05879",Alexander County
35730,31518,Bristol,GA,31.513510999999998,-82.18481,-5,1,"31.513511,-82.18481",Sullivan County
35794,30133,Douglasville,GA,33.689659999999996,-84.74459499999999,-5,1,"33.68966,-84.744595",Douglas County
35795,30332,Atlanta,GA,33.776305,-84.397976,-5,1,"33.776305,-84.397976",Fulton County
35796,30730,Lyerly,GA,34.376063,-85.4043,-5,1,"34.376063,-85.4043",Chattooga County
35865,30412,Alston,GA,32.083878999999996,-82.47988000000001,-5,1,"32.083879,-82.47988",Dorchester County
36006,30516,Bowersville,GA,34.370551,-83.05998000000001,-5,1,"34.370551,-83.05998",Hart County
36021,30030,Decatur,GA,33.771705,-84.29406999999999,-5,1,"33.771705,-84.29407",DeKalb County
36022,31199,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
36027,30171,Rydal,GA,34.346142,-84.73232,-5,1,"34.346142,-84.73232",Montgomery County
