City,Unnamed: 0,ZIP,State,Latitude,Longitude,County,Median Income,Total Population
Mansfield,476,30055,GA,33.504952,-83.74735,Tarrant County,27338.0,3306.0
Marble Hill,39,30148,GA,34.452988,-84.25925,New York County,,
Marietta,102,30006,GA,33.912473,-84.557181,Cobb County,37341.0,322628.0
Marshallville,64,31057,GA,32.446656,-83.93413000000002,Wayne County,19246.0,2238.0
Martin,519,30557,GA,34.491828999999996,-83.17539000000002,Montgomery County,21529.0,4813.0
Matthews,272,30818,GA,33.244828999999996,-82.32636,Mecklenburg County,26968.0,622.0
Mauk,672,31058,GA,32.498727,-84.42804,Taylor County,23194.0,1361.0
Maxeys,22,30671,GA,33.748344,-83.18538000000002,Oklahoma County,,
Maysville,259,30558,GA,34.258054,-83.56058,Mason County,20858.0,5998.0
McCaysville,976,30555,GA,34.977037,-84.39839,Fannin County,21648.0,2273.0
McIntyre,383,31054,GA,32.875574,-83.19785,Regional Municipality of Durham,24091.0,1543.0
McRae,813,31055,GA,32.045313,-82.8916,White County,18310.0,8194.0
Mcdonough,318,30253,GA,33.455031,-84.17215,Henry County,34107.0,101462.0
Meansville,232,30256,GA,33.015476,-84.32186999999998,Pike County,28670.0,2589.0
Meigs,48,31765,GA,31.082140999999996,-84.05767,Cherokee County,18770.0,2774.0
Meldrim,78,31318,GA,32.141974,-81.37892,Effingham County,30022.0,432.0
Menlo,185,30731,GA,34.553484999999995,-85.47893,Montgomery County,25386.0,2221.0
Meridian,237,31319,GA,31.478486,-81.34528,Ada County,,
Mershon,53,31551,GA,31.496025,-82.27322,Clark County,17451.0,963.0
Mesena,409,30819,GA,33.432384000000006,-82.625213,Warren County,,
Metter,72,30439,GA,32.414401,-82.05534,Candler County,18192.0,10823.0
Midland,385,31820,GA,32.566196999999995,-84.84121999999998,Midland County,45584.0,10815.0
Midville,872,30441,GA,32.792831,-82.23715,Burke County,20953.0,1701.0
Midway,504,31320,GA,31.788811,-81.37637,Cook County,30553.0,8258.0
Milan,367,31060,GA,32.003035,-83.06336999999998,Metropolitan City of Milan,21939.0,1866.0
Milledgeville,144,31061,GA,33.083579,-83.23397,Baldwin County,18000.5,44261.0
Millen,936,30442,GA,32.802448,-81.98380999999998,Jenkins County,17210.0,7617.0
Millwood,526,31552,GA,31.281103,-82.6201,Oklahoma County,19049.0,842.0
Milner,537,30257,GA,33.136567,-84.19386,McCracken County,26406.0,4345.0
Mineral Bluff,268,30559,GA,34.949754999999996,-84.28317,Fannin County,20721.0,4701.0
Mitchell,590,30820,GA,33.224199,-82.713,Montgomery County,24795.0,1112.0
Molena,611,30258,GA,32.999261,-84.47168,Pike County,24274.0,3047.0
Monroe,285,30656,GA,33.857423,-83.71899,Ouachita Parish,27809.5,41339.0
Montezuma,679,31063,GA,32.293293,-83.98913,Gray County,18672.0,4928.0
Monticello,724,31064,GA,33.319093,-83.70862,Albemarle County,22079.0,9071.0
Montrose,887,31065,GA,32.564036,-83.16019,Montrose County,23144.0,1193.0
Moreland,148,30259,GA,33.277468,-84.75388000000002,Santa Clara County,31997.0,2886.0
Morgan,470,31766,GA,31.57522800000001,-84.59849,Montgomery County,,
Morganton,365,30560,GA,34.887912,-84.2098,Burke County,22082.0,4759.0
Morris,250,31767,GA,31.834324,-84.94739,Grundy County,,
Morrow,306,30287,GA,33.500696999999995,-84.35127299999998,Clayton County,22111.0,25487.0
Morven,781,31638,GA,30.935087,-83.50211,Anson County,16146.0,1107.0
Moultrie,281,31776,GA,31.172696000000002,-83.792379,Colquitt County,21032.0,22858.0
Mount Airy,439,30563,GA,34.549681,-83.47201,Surry County,25963.0,5955.0
Mount Berry,338,30149,GA,34.280355,-85.182085,Floyd County,3561.0,1935.0
Mount Vernon,240,30445,GA,32.186824,-82.59170999999998,Fairfax County,14563.0,3929.0
Mount Zion,553,30150,GA,33.643002,-85.181782,,,
Mountain City,194,30562,GA,34.917466,-83.38486999999998,Johnson County,16843.0,1386.0
Murrayville,347,30564,GA,34.466226,-83.88441999999998,New Hanover County,25034.0,3414.0
Musella,42,31066,GA,32.799959,-84.00588,Crawford County,26875.0,1492.0
Mystic,395,31769,GA,31.620865999999996,-83.24975400000002,New London County,,
Nahunta,210,31553,GA,31.17326,-81.97244,Wayne County,16798.0,4369.0
Nashville,300,31639,GA,31.199,-83.2188,Davidson County,21910.0,10237.0
Naylor,169,31641,GA,30.934298,-83.08841,Burnet County,25788.0,1966.0
Nelson,847,30151,GA,34.242944,-84.458326,Jackson County,,
Newborn,124,30056,GA,33.500008,-83.67165,Tulsa County,29643.0,2217.0
Newington,551,30446,GA,32.567281,-81.48626999999998,Hartford County,17946.0,1251.0
Newnan,11,30263,GA,33.38779,-84.82536,Coweta County,34158.5,93395.0
Newton,101,31770,GA,31.33349,-84.36269,Harvey County,,
Nicholls,443,31554,GA,31.49598300000001,-82.62928000000002,Lafourche Parish,22315.0,8611.0
Nicholson,448,30565,GA,34.094345000000004,-83.41617,Jackson County,26805.0,4424.0
Norcross,184,30071,GA,33.940768,-84.2062,Gwinnett County,27095.0,115744.0
Norman Park,399,31771,GA,31.256287,-83.66005,Colquitt County,20124.0,6204.0
Norristown,179,30447,GA,32.505913,-82.49502,Montgomery County,,
Norwood,600,30821,GA,33.477946,-82.73454,Norfolk County,21974.0,765.0
Nunez,74,30448,GA,32.49126,-82.36787,St. Bernard Parish,41250.0,76.0
Oakfield,173,31772,GA,31.723178000000004,-83.9628,Fond du Lac County,20446.0,536.0
Oakman,142,30732,GA,34.569015,-84.711863,Walker County,,
Oakwood,456,30566,GA,34.236556,-83.89115,Tarrant County,27851.0,7736.0
Ochlocknee,378,31773,GA,30.977162,-84.0615,Thomas County,24837.0,3547.0
Ocilla,560,31774,GA,31.586426,-83.27583,Irwin County,17566.0,6737.0
Oconee,660,31067,GA,32.860031,-82.95019,Oconee County,25227.0,252.0
Odum,69,31555,GA,31.670475,-82.04944,Oklahoma County,22345.0,2793.0
Offerman,168,31556,GA,31.412649,-82.11554100000002,Pierce County,18958.0,88.0
Oglethorpe,703,31068,GA,32.329164,-84.07988,DeKalb County,24861.0,5079.0
Oliver,914,30449,GA,32.528104,-81.533198,Tulsa County,25625.0,163.0
Omaha,675,31821,GA,32.1342,-84.98499,Douglas County,18622.0,263.0
Omega,925,31775,GA,31.334062,-83.59971,Tulsa County,21320.0,3339.0
Orchard Hill,789,30266,GA,33.265656,-84.298964,Johnson County,,
Oxford,638,30054,GA,33.658113,-83.86249000000002,Oxfordshire,25394.0,11904.0
Palmetto,842,30268,GA,33.527793,-84.69453,Greenville County,23888.0,10434.0
Parrott,384,31777,GA,31.905462,-84.51526,Terrell County,,
Patterson,97,31557,GA,31.372403000000002,-82.10743000000002,Tulsa County,25316.0,3229.0
Pavo,484,31778,GA,30.966781,-83.72075,King County,20846.0,2316.0
Peachtree City,140,30269,GA,33.398992,-84.57061999999998,Fayette County,47760.0,35904.0
Pearson,807,31642,GA,31.272909999999996,-82.83341999999998,Shawnee County,20696.0,4779.0
Pelham,117,31779,GA,31.117271000000002,-84.15678,Westchester County,22604.0,9998.0
Pembroke,747,31321,GA,32.163245,-81.64211,Robeson County,24346.0,7640.0
Pendergrass,30,30567,GA,34.167309,-83.68536,Jackson County,29817.0,3188.0
Perkins,588,30822,GA,32.914843,-81.87901,Kay County,17292.0,784.0
Perry,19,31069,GA,32.460791,-83.73541,Noble County,25963.0,20167.0
Pine Lake,81,30072,GA,33.791505,-84.20642,DeKalb County,40599.0,727.0
Pine Mountain,35,31822,GA,32.867211,-84.88436999999998,Cobb County,26832.0,5929.0
Pine Mountain Valley,251,31823,GA,32.801173999999996,-84.82038,Harris County,25568.0,797.0
Pinehurst,172,31070,GA,32.185677,-83.76348,Moore County,29792.0,985.0
Pineview,29,31071,GA,32.13702,-83.52604000000002,Forrest County,20574.0,1200.0
Pitts,71,31072,GA,31.951839,-83.56747,Montgomery County,23417.0,1357.0
Plainfield,748,31073,GA,32.176429,-83.12289100000002,Hendricks County,,
Plains,737,31780,GA,32.026125,-84.39361,Meade County,20239.0,2100.0
Plainville,821,30733,GA,34.409661,-85.03345,Hartford County,23214.0,2143.0
Pooler,963,31322,GA,32.110421,-81.24568000000002,Chatham County,40454.0,25459.0
Portal,33,30450,GA,32.55565900000001,-81.9242,Alameda County,15615.0,2192.0
Porterdale,500,30070,GA,33.576043,-83.89820999999998,Newton County,12149.0,484.0
Poulan,728,31781,GA,31.526584000000003,-83.79025,Richmond County,23711.0,2264.0
Powder Springs,962,30127,GA,33.87455300000001,-84.68784000000002,Cobb County,34615.0,67688.0
Preston,952,31824,GA,32.051618,-84.53419,Montgomery County,20767.0,1695.0
Pulaski,891,30451,GA,32.414349,-82.086658,Brown County,,
Putney,960,31782,GA,31.543065000000002,-84.219594,Windham County,,
Quitman,927,31643,GA,30.783639,-83.55343,Wood County,24644.0,9062.0
Rabun Gap,499,30568,GA,34.952452,-83.4073,Rabun County,27471.0,1645.0
Ranger,561,30734,GA,34.531444,-84.69955,New York County,26104.0,3779.0
Ray City,226,31645,GA,31.070627,-83.20286,Berrien County,24453.0,5053.0
Rayle,440,30660,GA,33.775127000000005,-82.94624,Wilkes County,15085.0,1204.0
Rebecca,698,31783,GA,31.767985999999997,-83.47325,New York County,26758.0,883.0
Red Oak,635,30272,GA,33.625894,-84.516327,Lawrence County,,
Redan,328,30074,GA,33.891251000000004,-84.07455999999998,DeKalb County,,
Register,603,30452,GA,32.327219,-81.89818000000002,Montgomery County,24971.0,1372.0
Reidsville,79,30453,GA,32.057356,-82.1214,Rockingham County,14460.0,10775.0
Rentz,211,31075,GA,32.370333,-82.96091,Pasco County,20211.0,2677.0
Resaca,629,30735,GA,34.604648,-84.91926,Gordon County,23011.0,6334.0
Rex,951,30273,GA,33.582877,-84.26906,New York County,29719.0,14663.0
Reynolds,548,31076,GA,32.54748,-84.10042,Montgomery County,19802.0,3414.0
Rhine,780,31077,GA,31.953407000000002,-83.18058,,,
Riceboro,716,31323,GA,31.658252,-81.48778,Liberty County,21571.0,1213.0
Richland,289,31825,GA,32.109225,-84.66063,Dallas County,22500.0,2358.0
Richmond Hill,176,31424,GA,31.919866,-81.325815,Bryan County,37143.0,25643.0
Rincon,357,31326,GA,32.293147,-81.23006,,,
Ringgold,344,30736,GA,34.916552,-85.14435,Catoosa County,29406.0,43149.0
Rising Fawn,260,30738,GA,34.793833,-85.49945,Dade County,23759.0,3766.0
Riverdale,149,30296,GA,33.564710999999996,-84.43987,Sumner County,24951.5,64018.0
Roberta,557,31078,GA,32.702635,-84.03811,Crawford County,22416.0,2973.0
Rochelle,422,31079,GA,31.933079,-83.45721999999998,Ogle County,24764.0,2161.0
Rock Spring,94,30739,GA,34.801988,-85.21956,Walker County,29036.0,6460.0
Rockledge,408,30454,GA,32.432854,-82.72979000000002,Brevard County,18226.0,680.0
Rockmart,523,30153,GA,33.987497,-85.05508,Polk County,24357.0,18375.0
Rocky Face,823,30740,GA,34.757918,-85.05879,Alexander County,28792.0,8457.0
Rocky Ford,988,30455,GA,32.697762,-81.81036,Otero County,22095.0,465.0
Rome,191,30163,GA,34.333308,-85.233721,Metropolitan City of Rome,23770.5,76247.0
Roopville,761,30170,GA,33.434562,-85.16973,Carroll County,25863.0,2943.0
Rossville,261,30741,GA,34.96311,-85.27405,Clinton County,21496.0,28535.0
Roswell,182,30077,GA,33.844371,-84.47405,Chaves County,42613.0,99770.0
Royston,375,30662,GA,34.270167,-83.12841999999998,Franklin County,19505.0,9077.0
Rupert,665,31081,GA,32.419094,-84.28475,Minidoka County,,
Rutledge,20,30663,GA,33.614556,-83.61157,Delaware County,20060.0,3052.0
Rydal,832,30171,GA,34.346142,-84.73232,Montgomery County,25700.0,3467.0
Saint George,1,31646,GA,30.518903,-82.08063,Washington County,,
Saint Marys,742,31558,GA,30.761081,-81.56912,Jasper County,29862.0,21307.0
Saint Simons Island,623,31522,GA,31.176515999999996,-81.3802,Glynn County,42933.0,16402.0
Sale City,888,31784,GA,31.258794,-84.02897,Mitchell County,25292.0,764.0
Sandersville,669,31082,GA,32.984528999999995,-82.8375,Washington County,22395.0,9636.0
Sapelo Island,933,31327,GA,31.423776,-81.27064,McIntosh County,45649.0,187.0
Sardis,377,30456,GA,32.969028,-81.79396,Montgomery County,20675.0,1936.0
Sargent,310,30275,GA,33.431181,-84.86733000000002,Texas County,,
Sasser,218,31785,GA,31.689973,-84.32748000000002,Terrell County,,
Sautee Nacoochee,643,30571,GA,34.696896,-83.68012,White County,29688.0,3545.0
Savannah,68,31498,GA,31.971394,-81.07155999999998,Chatham County,26627.0,254069.0
Scotland,255,31083,GA,32.046427,-82.81923,,,
Scottdale,644,30079,GA,33.791537,-84.25994,Westmoreland County,27753.0,2824.0
Screven,152,31560,GA,31.515981,-82.04908,Screven County,23512.0,2853.0
Sea Island,445,31561,GA,31.198914000000002,-81.332211,Glynn County,,
Senoia,922,30276,GA,33.281102000000004,-84.58017,Coweta County,34839.0,15245.0
Seville,309,31084,GA,31.989039000000002,-83.394574,Seville,14453.0,43.0
Shady Dale,905,31085,GA,33.421694,-83.61433000000002,Jasper County,22500.0,1292.0
Shannon,153,30172,GA,34.333308,-85.233721,Tulsa County,,
Sharon,520,30664,GA,33.560693,-82.80015,Norfolk County,30500.0,28.0
Sharpsburg,55,30277,GA,33.387534,-84.65511,Washington County,39430.0,22247.0
Shellman,738,31786,GA,31.72952,-84.60173,Randolph County,,
Shiloh,2,31826,GA,32.803518,-84.69384000000002,Hardin County,22196.0,2238.0
Siloam,625,30665,GA,33.535009,-83.07786999999998,Lifou,16375.0,67.0
Silver Creek,609,30173,GA,34.145931,-85.14341999999998,Chautauqua County,25726.0,5799.0
Smarr,771,31086,GA,32.989503000000006,-83.876108,Monroe County,,
Smithville,147,31787,GA,31.901065999999997,-84.25036999999998,Clay County,21579.0,1566.0
Smyrna,43,30082,GA,33.859137,-84.53744,Cobb County,39592.5,84372.0
Snellville,451,30039,GA,33.822204,-84.03707,Gwinnett County,31806.5,81950.0
Social Circle,606,30025,GA,33.65072,-83.70779,Walton County,31112.0,9308.0
Soperton,137,30457,GA,32.387041,-82.58272,Treutlen County,21206.0,5885.0
Sparks,569,31647,GA,31.183567,-83.43559,Washoe County,18750.0,3660.0
Sparta,648,31087,GA,33.260234999999994,-83.00647,,,
Springfield,953,31329,GA,32.390879,-81.32427,Greene County,27305.0,9950.0
Stapleton,800,30823,GA,33.234802,-82.46303,Denver County,18444.0,1837.0
Statenville,186,31648,GA,30.703175,-83.02568000000002,Echols County,26356.0,912.0
Statesboro,66,30458,GA,32.423083,-81.80677,Bulloch County,16647.0,60042.0
Statham,463,30666,GA,33.957713,-83.58491,Barrow County,27892.0,10214.0
Stephens,349,30667,GA,33.784316,-83.16666,Boone County,25027.0,954.0
Stillmore,114,30464,GA,32.439708,-82.22278,Emanuel County,16429.0,83.0
Stockbridge,359,30281,GA,33.547578,-84.21809,Henry County,31020.0,67533.0
Stockton,398,31649,GA,30.957421000000004,-83.00524,San Joaquin County,32178.0,1096.0
Stone Mountain,503,30086,GA,33.891251000000004,-84.07455999999998,DeKalb County,23763.0,128310.0
Suches,187,30572,GA,34.731084,-84.07943,Union County,21199.0,796.0
Sugar Valley,8,30746,GA,34.574804,-85.02481999999998,Gordon County,21581.0,940.0
Summertown,741,30466,GA,32.566594,-82.324475,Lawrence County,,
Summerville,15,30747,GA,34.489847999999995,-85.32928000000003,Dorchester County,22099.0,15438.0
Sumner,534,31789,GA,31.484090999999996,-83.73515,Noble County,24138.0,855.0
Sunny Side,601,30284,GA,33.345253,-84.289814,Johnson County,25938.0,96.0
Surrency,122,31563,GA,31.715778000000004,-82.19784,Appling County,23250.0,1296.0
Suwanee,170,30024,GA,34.052698,-84.07485,Gwinnett County,44131.0,77334.0
Swainsboro,246,30401,GA,32.605196,-82.3391,Emanuel County,20101.0,13598.0
Sycamore,614,31790,GA,31.652541999999997,-83.57934,Boone County,22479.0,1788.0
Sylvania,681,30467,GA,32.754635,-81.63543,Johnson County,22345.0,12070.0
Sylvester,970,31791,GA,31.536886,-83.86041,Worth County,23805.0,12138.0
Talbotton,437,31827,GA,32.683146,-84.52243,Talbot County,19152.0,2174.0
Talking Rock,676,30175,GA,34.537611,-84.51135,Pickens County,22759.0,5544.0
Tallapoosa,404,30176,GA,33.748838,-85.29304,Haralson County,25903.0,6594.0
Tallulah Falls,112,30573,GA,34.742007,-83.397716,Habersham County,49114.0,219.0
Talmo,868,30575,GA,34.191571,-83.71124,Jackson County,26052.0,1533.0
Tarrytown,98,30470,GA,32.309128,-82.52255,Westchester County,27708.0,338.0
Tate,680,30177,GA,34.418116,-84.38462,Washington County,36202.0,1427.0
Taylorsville,346,30178,GA,34.113826,-84.97274,Salt Lake County,24628.0,2971.0
Temple,833,30179,GA,33.76324,-85.02667,Montgomery County,26907.0,19109.0
Tennga,692,30751,GA,34.981449,-84.735233,Murray County,28971.0,40.0
Tennille,412,31089,GA,32.89115,-82.82775,Washington County,21113.0,4695.0
The Rock,956,30285,GA,32.995865,-84.25092,Washington County,17227.0,639.0
Thomaston,589,30286,GA,32.895794,-84.33084000000002,Upson County,22114.0,22085.0
Thomasville,27,31758,GA,30.868187,-83.927785,Thomas County,24350.5,34781.0
Thomson,387,30824,GA,33.490536,-82.5028,Labette County,21449.0,17025.0
Tifton,542,31793,GA,31.485438000000002,-83.503621,Tift County,25598.5,36948.0
Tiger,866,30576,GA,34.846806,-83.48178,Montgomery County,22466.0,2310.0
Tignall,460,30668,GA,33.912362,-82.6684,Wilkes County,19680.0,1452.0
Toccoa,723,30598,GA,34.597674,-83.36206999999997,Stephens County,20782.0,21204.0
Toomsboro,944,31090,GA,32.801223,-83.06671,Wilkinson County,17121.0,959.0
Townsend,801,31331,GA,31.547411999999998,-81.3862,Middlesex County,27430.0,7900.0
Trenton,414,30752,GA,34.895625,-85.52702,Mercer County,25761.0,8463.0
Trion,691,30753,GA,34.558403999999996,-85.30301,Chattooga County,22940.0,7330.0
Tucker,527,30084,GA,33.853853,-84.22036,DeKalb County,33845.0,38484.0
Tunnel Hill,837,30755,GA,34.85973,-85.03867,Johnson County,25581.0,8813.0
Turin,715,30289,GA,33.326029999999996,-84.637108,Metropolitan City of Turin,,
Turnerville,743,30580,GA,34.676584000000005,-83.43578000000002,Habersham County,,
Twin City,858,30471,GA,32.547214000000004,-82.17048,Jackson County,18584.0,5085.0
Ty Ty,65,31795,GA,31.47387,-83.66484,Tift County,20161.0,1781.0
Tybee Island,283,31328,GA,32.006671999999995,-80.84937,Chatham County,42413.0,3583.0
Tyrone,115,30290,GA,33.48012,-84.58724000000002,Fayette County,40398.0,8677.0
Unadilla,714,31091,GA,32.24473,-83.72075,Otsego County,21571.0,4353.0
Union City,739,30291,GA,33.58087800000001,-84.54611,Alameda County,24219.0,21399.0
Union Point,89,30669,GA,33.652489,-83.08856999999998,Tulsa County,18477.0,3429.0
Upatoi,492,31829,GA,32.557718,-84.73957,Muscogee County,48500.0,956.0
Uvalda,610,30473,GA,32.03096,-82.48796999999998,Montgomery County,26115.0,2445.0
Valdosta,4,31606,GA,30.802411,-83.19624,Lowndes County,24086.5,95635.0
Valona,585,31332,GA,31.49507100000001,-81.381908,,,
Varnell,158,30756,GA,34.9298,-84.988536,Whitfield County,18846.0,138.0
Vidalia,413,30475,GA,32.177513,-82.373889,Toombs County,21886.0,16665.0
Vienna,322,31092,GA,32.091578000000005,-83.79311,,,
Villa Rica,805,30180,GA,33.718078999999996,-84.92356,Carroll County,31256.0,37325.0
Waco,786,30182,GA,33.658254,-85.23496999999998,McLennan County,19109.0,2498.0
Wadley,480,30477,GA,32.872098,-82.4023,Bowie County,16288.0,2911.0
Waleska,895,30183,GA,34.332315,-84.57700000000001,Cherokee County,29380.0,6279.0
Walthourville,583,31333,GA,31.77789000000001,-81.64534,Liberty County,,
Waresboro,744,31564,GA,31.018953999999997,-82.416543,Ware County,,
Warm Springs,768,31830,GA,32.896166,-84.71191,Meriwether County,16714.0,2571.0
Warner Robins,406,31088,GA,32.594698,-83.64873,Houston County,27158.0,86531.0
Warrenton,461,30828,GA,33.399555,-82.65655,Fauquier County,19797.0,4205.0
Warthen,657,31094,GA,33.125097,-82.81018,Washington County,27788.0,1217.0
Warwick,965,31796,GA,31.782465999999996,-83.86973,Kent County,18021.0,1130.0
Washington,818,30673,GA,33.728753999999995,-82.72612,,,
Watkinsville,735,30677,GA,33.849286,-83.41232,Oconee County,37228.0,18337.0
Waverly,181,31565,GA,31.066478999999998,-81.62656,Bremer County,28592.0,2008.0
Waverly Hall,642,31831,GA,32.698622,-84.71552,Harris County,26310.0,3556.0
Waycross,286,31502,GA,31.018953999999997,-82.416543,Ware County,23868.0,35587.0
Waynesboro,655,30830,GA,33.080965,-81.9944,,,
Waynesville,510,31566,GA,31.144634999999997,-81.83010999999998,Haywood County,18019.0,4839.0
West Green,909,31567,GA,31.631943,-82.71829,Athens County,23750.0,842.0
West Point,645,31833,GA,32.867469,-85.13779,Orange County,25285.0,7188.0
Weston,129,31832,GA,31.973540999999997,-84.62522,Broward County,17973.0,274.0
Whigham,381,31797,GA,30.888809000000002,-84.32976,Essex County,,
White,356,30184,GA,34.236128,-84.72539,Montgomery County,27879.0,6612.0
White Oak,764,31568,GA,31.003384999999998,-81.79512,Allegheny County,19242.0,685.0
White Plains,107,30678,GA,33.46171,-83.05852,Westchester County,21266.0,1242.0
Whitesburg,449,30185,GA,33.517697999999996,-84.91725,Letcher County,22486.0,4160.0
Wildwood,879,30757,GA,34.954188,-85.43231999999998,Cape May County,21163.0,2128.0
Wiley,435,30581,GA,34.797610999999996,-83.42329000000002,Hudson County,,
Willacoochee,693,31650,GA,31.37516500000001,-83.01949,Atkinson County,22500.0,3404.0
Williamson,929,30292,GA,33.169646,-84.37168,Wayne County,27884.0,5772.0
Winder,776,30680,GA,33.992538,-83.71061,Barrow County,26214.0,42975.0
Winston,40,30187,GA,33.670405,-84.83809000000002,Cleveland County,35529.0,7918.0
Winterville,570,30683,GA,33.954046999999996,-83.2673,Pitt County,23920.0,6601.0
Woodbine,467,31569,GA,30.915778000000003,-81.67924000000002,Tulsa County,28438.0,5831.0
Woodbury,783,30293,GA,32.973728,-84.5903,Orange County,18898.0,2948.0
Woodland,73,31836,GA,32.797475,-84.54095,Yolo County,23859.0,849.0
Woodstock,331,30188,GA,34.108027,-84.4843,Ulster County,39541.0,101721.0
Wray,46,31798,GA,31.621764000000002,-83.05502,Yuma County,23705.0,843.0
Wrens,75,30833,GA,33.200325,-82.37625,Jefferson County,18634.0,3065.0
Wrightsville,155,31096,GA,32.71732,-82.68926,New Hanover County,20232.0,7046.0
Yatesville,684,31097,GA,32.912207,-84.14811999999998,Lawrence County,27000.0,1656.0
Young Harris,442,30582,GA,34.954638,-83.86484,Towns County,15867.0,5038.0
Zebulon,549,30295,GA,33.101704999999995,-84.31251999999998,Wake County,31654.0,4352.0
